ID_Formulario,Nombre_Curso,Marca temporal,"Comuna o corregimiento de residencia (Si no es de Cali, seleccionar la opción N/A)",Sexo,Curso de vida,Escolaridad,Perfil,¿Se dio a conocer el objetivo de la capacitación?,¿Se cumplió el objetivo de la capacitación?,¿Los contenidos brindados fueron coherentes con el objetivo planteado?,¿Los temas se desarrollaron en el tiempo previsto?,¿La capacitación aportó nuevos conceptos y/o técnicas que antes no conocía?,¿Los conocimientos recibidos durante la capacitación le permitirán llevarlos a la práctica en su vida cotidiana?,¿La metodología utilizada por el facilitador permitió el entendimiento de los contenidos?,¿El facilitador demostró el dominio del tema brindado?,¿Durante el desarrollo de la capacitación se propició la participación de los asistentes?,¿Durante la capacitación se dio espacio para la solución de inquietudes?,¿Cómo califica las condiciones del espacio físico o medio virtual en el que se desarrolló la capacitación?,¿El material utilizado permitió el entendimiento del tema?,"En general, ¿Cómo se sintió con la actividad de capacitación realizada?",Comuna o corregimiento de residencia,ESE
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-22T15:31:07.354Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,4,5,4,4,5,5,5,5,4,4,4,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-10T21:17:26.287Z,COMUNA 22,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-07T20:03:39.035Z,C. DE LA CASTILLA,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-03-22T00:36:54.181Z,COMUNA 17,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-29T21:37:17.638Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-10T05:25:09.972Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,1,1,1,1,1,1,1,1,1,1,1,1,1,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-09T17:44:36.733Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-11T22:46:59.885Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-08T23:14:56.232Z,COMUNA 21,Femenino,Adolescencia (12 - 17 años),Bachiller,Área de la salud,5,5,5,5,4,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-17T03:47:54.823Z,N/A,Masculino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-09T02:47:11.048Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-28T23:13:13.975Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-03-11T13:54:17.171Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-06T15:27:32.872Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-10T17:23:56.424Z,COMUNA 3,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-10T15:32:25.921Z,COMUNA 10,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-06T14:52:02.363Z,COMUNA 19,Masculino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-13T14:13:42.535Z,COMUNA 1,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-11T15:21:14.705Z,COMUNA 2,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,4,4,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-06T16:58:22.589Z,N/A,Masculino,Adultez (29 - 59 años),Postgrado,Área de la salud,4,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-17T19:40:52.334Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-11T22:27:13.416Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-12T18:49:59.487Z,C. DE PANCE,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-16T00:55:02.249Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-24T20:37:51.028Z,COMUNA 1,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-10T19:39:39.029Z,COMUNA 8,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-14T15:38:21.386Z,COMUNA 14,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-10T06:15:26.422Z,COMUNA 10,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,5,4,5,4,5,4,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-08T02:56:28.466Z,COMUNA 11,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-09T20:11:38.285Z,N/A,Femenino,Juventud (18 - 28 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-09T23:52:51.931Z,COMUNA 21,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-09T19:21:51.090Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-11T23:29:25.914Z,N/A,Masculino,Juventud (18 - 28 años),Pregrado,Otro,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-10T02:58:57.089Z,N/A,Femenino,Juventud (18 - 28 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-06T04:18:59.319Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-11T20:52:42.437Z,COMUNA 4,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-13T03:06:53.947Z,N/A,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-10T02:52:38.587Z,COMUNA 10,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-03-18T20:12:54.720Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,4,4,4,4,4,4,4,4,1,1,1,4,3,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-03-16T20:02:38.075Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,3,3,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-13T21:47:54.485Z,COMUNA 1,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-12T21:04:53.723Z,COMUNA 1,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-13T22:46:03.743Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,4,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-08T18:36:29.062Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-11T19:57:04.798Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-15T18:43:09.053Z,N/A,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,5,5,5,5,4,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-09T17:46:26.982Z,N/A,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,5,5,5,5,5,5,5,5,5,3,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-03-25T21:20:42.547Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-13T21:26:29.294Z,N/A,Femenino,Adolescencia (12 - 17 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-12T01:08:55.258Z,N/A,Femenino,Juventud (18 - 28 años),Postgrado,Área de la salud,4,4,5,5,5,5,5,5,4,4,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-12T02:54:20.183Z,N/A,Femenino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-15T16:11:58.895Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,4,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-07T04:19:07.350Z,N/A,Femenino,Adolescencia (12 - 17 años),Pregrado,Área de la salud,5,5,5,5,4,5,5,5,3,3,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-22T13:41:41.638Z,COMUNA 2,Masculino,Adultez (29 - 59 años),Postgrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-14T20:58:02.079Z,N/A,Femenino,Juventud (18 - 28 años),Bachiller,Área de la salud,4,5,5,4,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-06T16:23:07.685Z,COMUNA 2,Femenino,Adultez (29 - 59 años),Bachiller,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-19T03:51:28.680Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,4,5,5,4,4,3,4,4,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-08T22:18:29.694Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,4,4,4,4,3,4,5,5,4,5,4,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-04-11T01:12:17.318Z,COMUNA 16,Femenino,Juventud (18 - 28 años),Pregrado,Área de la salud,4,4,4,4,4,4,4,4,4,4,4,4,4,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2025-12-18T18:44:13.185Z,N/A,Femenino,Adultez (29 - 59 años),Pregrado,Área de la salud,5,5,5,5,5,5,5,5,5,5,5,5,5,,
1v0nC15GpcAkOvN0VZOFwR3QlkEXLh0BPbzE57FI5fR4,"-Satisfacción del Curso virtual - RPMS PI e I 012026 - (AISPPMSCVPI_01_2026, AISPPMSCVI_01_2026) (AISPPMSCVPI_02_2026, AISPPMSCVI_02_2026)",2026-01-09T04:03:36.415Z,COMUNA 4,Masculino,Adultez (29 - 59 años),Postgrado,Área de la salud,4,4,4,4,4,4,4,4,4,3,4,4,4,,
